"Time differences (ps)"	"Counts per bin"
-7400	131
-7300	135
-7200	159
-7100	151
-7000	119
-6900	139
-6800	150
-6700	120
-6600	142
-6500	136
-6400	153
-6300	154
-6200	131
-6100	129
-6000	135
-5900	136
-5800	103
-5700	133
-5600	156
-5500	124
-5400	123
-5300	138
-5200	130
-5100	124
-5000	137
-4900	137
-4800	121
-4700	127
-4600	136
-4500	121
-4400	138
-4300	123
-4200	130
-4100	134
-4000	109
-3900	133
-3800	131
-3700	146
-3600	124
-3500	128
-3400	149
-3300	145
-3200	126
-3100	151
-3000	132
-2900	136
-2800	136
-2700	149
-2600	141
-2500	130
-2400	137
-2300	122
-2200	142
-2100	138
-2000	128
-1900	128
-1800	120
-1700	154
-1600	127
-1500	120
-1400	153
-1300	128
-1200	134
-1100	141
-1000	147
-900	138
-800	142
-700	132
-600	131
-500	131
-400	145
-300	137
-200	120
-100	138
0	114
100	146
200	130
300	119
400	147
500	148
600	147
700	146
800	150
900	120
1000	134
1100	139
1200	136
1300	147
1400	126
1500	148
1600	175
1700	169
1800	173
1900	213
2000	186
2100	244
2200	267
2300	245
2400	220
2500	211
2600	160
2700	145
2800	152
2900	136
3000	152
3100	126
3200	160
3300	157
3400	146
3500	137
3600	122
3700	138
3800	133
3900	144
4000	127
4100	150
4200	155
4300	130
4400	126
4500	130
4600	134
4700	124
4800	149
4900	133
5000	160
5100	136
5200	131
5300	139
5400	141
5500	127
5600	126
5700	110
5800	124
5900	119
6000	145
6100	134
6200	136
6300	139
6400	139
6500	149
6600	130
6700	138
6800	151
6900	139
7000	120
7100	148
7200	137
7300	135
7400	134
7500	143
7600	120
7700	131
7800	125
7900	148
8000	153
8100	131
8200	132
8300	132
8400	120
8500	125
8600	123
8700	137
8800	130
8900	151
9000	130
9100	160
9200	117
9300	151
9400	147
9500	125
9600	139
9700	132
9800	147
9900	138
10000	141
10100	127
10200	102
10300	137
10400	127
10500	123
10600	104
10700	152
10800	115
10900	121
11000	142
11100	136
11200	148
11300	131
11400	175
11500	112
11600	147
11700	130
11800	133
11900	123
12000	119
12100	137
12200	131
12300	127
12400	148
12500	139
12600	142
12700	137
12800	133
12900	152
13000	130
13100	129
13200	124
13300	137
13400	126
13500	129
13600	132
13700	131
13800	150
13900	139
14000	128
14100	138
14200	129
14300	142
14400	132
14500	150
14600	151
14700	117
14800	112
14900	127
15000	129
15100	135
15200	117
15300	136
15400	131
15500	118
15600	119
15700	157
15800	139
15900	116
16000	133
16100	124
16200	143
16300	129
16400	114
16500	122
16600	150
16700	125
16800	117
16900	119
17000	138
17100	131
17200	132
17300	125
17400	125
17500	131
17600	145
17700	139
17800	126
17900	139
18000	135
18100	129
18200	146
18300	128
18400	136
18500	121
18600	135
18700	146
18800	144
18900	145
19000	120
19100	128
19200	127
19300	140
19400	132
19500	140
19600	121
19700	142
19800	129
19900	139
20000	134
20100	132
20200	139
20300	134
20400	130
20500	140
20600	120
20700	120
20800	116
20900	129
21000	114
21100	116
21200	122
21300	105
21400	127
21500	127
21600	130
21700	136
21800	112
21900	124
22000	140
22100	152
22200	121
22300	114
22400	137
22500	124
22600	115
22700	133
22800	144
22900	136
23000	135
23100	133
23200	131
23300	96
23400	134
23500	125
23600	108
23700	116
23800	150
23900	139
24000	134
24100	137
24200	148
24300	135
24400	115
24500	117
24600	113
24700	117
24800	156
24900	120
25000	117
25100	126
25200	115
25300	113
25400	122
25500	129
25600	130
25700	127
25800	102
25900	137
26000	151
26100	138
26200	124
26300	123
26400	127
26500	132
26600	117
26700	132
26800	137
26900	129
27000	142
27100	129
27200	136
27300	133
27400	135
27500	152
27600	149
27700	126
27800	145
27900	130
28000	146
28100	115
28200	97
28300	131
28400	115
28500	142
28600	139
28700	123
28800	138
28900	125
29000	130
29100	121
29200	126
29300	124
29400	106
29500	118
29600	139
29700	142
29800	124
29900	124
30000	133
30100	134
30200	123
30300	164
30400	128
30500	135
30600	131
30700	148
30800	136
30900	129
31000	140
31100	141
31200	130
31300	140
31400	144
31500	146
31600	116
31700	138
31800	109
31900	118
32000	128
32100	120
32200	145
32300	130
32400	100
32500	128
32600	109
32700	129
32800	120
32900	159
33000	149
33100	149
33200	135
33300	133
33400	124
33500	132
33600	142
33700	171
33800	134
33900	125
34000	135
34100	125
34200	129
34300	116
34400	119
34500	129
34600	129
34700	137
34800	128
34900	131
35000	137
35100	117
35200	127
35300	116
35400	108
35500	140
35600	137
35700	132
35800	107
35900	141
36000	110
36100	129
36200	139
36300	138
36400	140
36500	120
36600	117
36700	135
36800	111
36900	123
37000	142
37100	134
37200	126
37300	139
37400	119
37500	131
37600	121
37700	128
37800	113
37900	115
38000	124
38100	108
38200	147
38300	105
38400	127
38500	131
38600	109
38700	145
38800	122
38900	129
39000	141
39100	123
39200	138
39300	119
39400	117
39500	124
39600	129
39700	119
39800	127
39900	145
40000	140
40100	146
40200	130
40300	129
40400	119
40500	119
40600	135
40700	138
40800	138
40900	139
41000	121
41100	130
41200	114
41300	139
41400	145
41500	137
41600	130
41700	120
41800	127
41900	120
42000	144
42100	137
42200	144
42300	119
42400	112
42500	133
42600	123
42700	143
42800	120
42900	134
43000	128
43100	107
43200	123
43300	130
43400	136
43500	139
43600	129
43700	114
43800	123
43900	129
44000	129
44100	132
44200	138
44300	132
44400	118
44500	121
44600	120
44700	136
44800	127
44900	139
45000	117
45100	137
45200	149
45300	120
45400	132
45500	128
45600	127
45700	135
45800	141
45900	143
46000	120
46100	137
46200	137
46300	137
46400	119
46500	123
46600	149
46700	129
46800	125
46900	121
47000	130
47100	111
47200	131
47300	131
47400	134
47500	121
47600	125
47700	156
47800	147
47900	126
48000	163
48100	141
48200	132
48300	119
48400	122
48500	118
48600	120
48700	138
48800	114
48900	147
49000	129
49100	133
49200	137
49300	121
49400	133
49500	149
49600	118
49700	118
49800	125
49900	136
